iter	Logloss
0	0.6365273633
1	0.5863206931
2	0.5348656509
3	0.4845809915
4	0.4467446207
5	0.402134482
6	0.3672233877
7	0.3341508203
8	0.3028568695
9	0.272563915
10	0.2504819995
11	0.2290792612
12	0.2083245236
13	0.1885047424
14	0.1697139147
15	0.1543852898
16	0.1430386207
17	0.1311534827
18	0.1218241137
19	0.1124649311
20	0.1035318758
21	0.09639842897
22	0.0904038701
23	0.08338349726
24	0.07671300972
25	0.07021263144
26	0.0644752568
27	0.05941143217
28	0.05531525977
29	0.05134669532
30	0.04753385381
31	0.04452864408
32	0.04135925041
33	0.03852486848
34	0.03565427155
35	0.03354230775
36	0.03130953959
37	0.03000026649
38	0.02809103329
39	0.02603261232
40	0.02466923799
41	0.02316846587
42	0.02172419578
43	0.02029507681
44	0.01918615109
45	0.01816231782
46	0.01708486203
47	0.01623391647
48	0.01535421316
49	0.01453144516
50	0.0136448346
51	0.01294823713
52	0.01220494756
53	0.01165582649
54	0.01098832231
55	0.01051250597
56	0.009949505293
57	0.00950436079
58	0.009083346522
59	0.008658117856
60	0.008254476431
61	0.007871587209
62	0.007506410798
63	0.007176008335
64	0.006864679372
65	0.006644293782
66	0.006352863026
67	0.006121235014
68	0.005833740387
69	0.005583172002
70	0.005366405184
71	0.005165995963
72	0.004989464986
73	0.004826423545
74	0.004658684138
75	0.004446579156
76	0.004273444197
77	0.004126233584
78	0.003963954636
79	0.003880021762
80	0.003751142251
81	0.003638103172
82	0.003638069399
83	0.003509463195
84	0.003415947252
85	0.003305920402
86	0.003185186314
87	0.003185167496
88	0.003180734172
89	0.003091175604
90	0.003000410596
91	0.002915439512
92	0.002834064783
93	0.002830945865
94	0.002757181109
95	0.002678552141
96	0.00260631136
97	0.002601377688
98	0.00253527849
99	0.002467603098
100	0.002411405657
101	0.002351658445
102	0.002295135317
103	0.002242516654
104	0.002238427534
105	0.002180669314
106	0.00213866711
107	0.00209299971
108	0.002061029005
109	0.002017974185
110	0.002017971279
111	0.001984229658
112	0.001950074568
113	0.001907478952
114	0.001869687177
115	0.001869687177
116	0.001869682366
117	0.00186444256
118	0.00182991589
119	0.001798131605
120	0.001798130081
121	0.001764580886
122	0.001764559003
123	0.001738237683
124	0.001738240979
125	0.00173823157
126	0.001707843121
127	0.001673103815
128	0.001646244608
129	0.001619605337
130	0.001598973539
131	0.00157291105
132	0.001572889911
133	0.001572889308
134	0.001558656647
135	0.001544693661
136	0.001516924171
137	0.001500442324
138	0.001476433176
139	0.001447500393
140	0.001424107559
141	0.001399888487
142	0.001377374076
143	0.00135762514
144	0.001335615774
145	0.001312627054
146	0.001312615022
147	0.001296938
148	0.001287633678
149	0.001287613247
150	0.001267393297
151	0.001254343801
152	0.001234669367
153	0.001234684553
154	0.001217910837
155	0.001201746986
156	0.001187606193
157	0.001170638102
158	0.001157222997
159	0.001142240442
160	0.00112788339
161	0.001110303777
162	0.001097092697
163	0.001080888702
164	0.001071844681
165	0.001058257785
166	0.001046167647
167	0.001034259012
168	0.001021974596
169	0.001013752889
170	0.001005021
171	0.0009974663568
172	0.0009974453413
173	0.0009883513601
174	0.0009766179978
175	0.0009766118225
176	0.0009660402026
177	0.0009544680224
178	0.0009467739041
179	0.0009467739041
180	0.0009439954108
181	0.0009341031653
182	0.0009232396413
183	0.0009117527855
184	0.0009008851992
185	0.0008896088525
186	0.0008814262486
187	0.0008726399774
188	0.0008644766569
189	0.0008560479675
190	0.0008560454469
191	0.0008459987307
192	0.0008355358338
193	0.0008275542103
194	0.0008185021183
195	0.0008185021183
196	0.0008185021183
197	0.0008107580217
198	0.000803143398
199	0.0008031441334
200	0.0008031441334
201	0.0008031334396
202	0.0008031258645
203	0.0008007529245
204	0.0007913396092
205	0.0007913286097
206	0.0007837380094
207	0.0007741038191
208	0.0007741186593
209	0.0007741239442
210	0.0007741089135
211	0.0007642003527
212	0.0007571006522
213	0.0007570892363
214	0.0007570886117
215	0.0007498423522
216	0.0007498213899
217	0.0007420730805
218	0.0007336196855
219	0.0007336090493
220	0.000724627251
221	0.0007246256208
222	0.0007245986294
223	0.0007246198974
224	0.0007246058236
225	0.0007246094295
226	0.0007246069798
227	0.0007246055533
228	0.0007245964986
229	0.0007246064305
230	0.0007245904651
231	0.0007245950279
232	0.000724576502
233	0.000724576502
234	0.0007175910177
235	0.0007175680664
236	0.0007175804435
237	0.0007175708306
238	0.0007175770768
239	0.0007175744011
240	0.0007175618468
241	0.0007175681549
242	0.0007175407959
243	0.0007095263822
244	0.0007095271176
245	0.0007095407971
246	0.0007095257177
247	0.0007095298242
248	0.0007095389631
249	0.0007095266436
250	0.000709529997
251	0.0007095345155
252	0.0007095187805
253	0.0007095154403
254	0.0007095264531
255	0.0007095044542
256	0.0007095045605
257	0.000709507843
258	0.000709507843
259	0.0007095005116
260	0.000709474477
261	0.0007094945356
262	0.000709480927
263	0.000709476497
264	0.000709476497
265	0.0007094785127
266	0.0007094613069
267	0.0007094613069
268	0.000709466924
269	0.0007094601108
270	0.0007094672075
271	0.0007094538337
272	0.0007094461301
273	0.0007094351705
274	0.000709439308
275	0.0007094359236
276	0.0007094379968
277	0.0007094195506
278	0.0007094241179
279	0.0007027338069
280	0.000702720433
281	0.0007027140672
282	0.0007027134603
283	0.000702705801
284	0.0007027026425
285	0.0006999543612
286	0.0006999421524
287	0.0006999458115
288	0.0006999497009
289	0.0006999282425
290	0.0006999444028
291	0.000699923467
292	0.000699923467
293	0.000699919551
294	0.0006999183992
295	0.0006999196928
296	0.0006999065891
297	0.0006999065891
298	0.0006999033375
299	0.000699879292
300	0.000699879292
301	0.0006998824948
302	0.0006998808514
303	0.0006998720713
304	0.0006998816576
305	0.0006998634861
306	0.0006998718099
307	0.0006998726738
308	0.0006998624805
309	0.0006998644076
310	0.0006998644076
311	0.0006998694045
312	0.0006998310194
313	0.0006998548478
314	0.000699841722
315	0.0006998465816
316	0.0006998243878
317	0.0006998226557
318	0.0006998286892
319	0.000699825132
320	0.000690880412
321	0.0006908487825
322	0.0006908622449
323	0.0006908622449
324	0.000690849633
325	0.0006908433558
326	0.0006908417566
327	0.0006908479319
328	0.0006908251268
329	0.0006908251268
330	0.0006908390632
331	0.000690828396
332	0.0006908213968
333	0.0006908213968
334	0.000690803407
335	0.0006908117263
336	0.0006908117263
337	0.0006908101005
338	0.0006908024501
339	0.000690802614
340	0.0006830372672
341	0.0006830294086
342	0.0006830226131
343	0.0006830317387
344	0.0006830169517
345	0.0006830133989
346	0.0006830133989
